Ticker,Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),Zombie Indicator
SAVA,2018-12-31,989411,USD,2018,FY,2019-03-29,2020-03-26,10682000.0,10682000.0,,,,-6662000.0,-3693000.0,-2969000.0,,-6662000,105000.0,105000.0,-6557000,,-6557000,,-6557000,,-6557000,-6557000,-63.44761904761905
SAVA,2019-12-31,989411,USD,2019,FY,2020-03-26,2021-03-23,17412000.0,17412000.0,,,,-4959000.0,-3391000.0,-1568000.0,,-4959000,328000.0,328000.0,-4631000,,-4631000,,-4631000,,-4631000,-4631000,-15.11890243902439
SAVA,2020-12-31,989411,USD,2020,FY,2021-03-23,2022-03-01,26105000.0,26105000.0,,,,-6792000.0,-3739000.0,-3053000.0,,-6792000,112000.0,112000.0,-6680000,346000.0,-6334000,,-6334000,,-6334000,-6334000,-60.642857142857146
SCHL,2020-05-31,651267,USD,2020,FY,2020-07-27,2022-07-22,34600000.0,34600000.0,1487100000.0,-709300000.0,777800000.0,-825700000.0,-764200000.0,,-61500000.0,-47900000,100000.0,100000.0,-47800000,-41900000.0,-89700000,46000000.0,-43700000,,-43800000,-43800000,-479.0
SCND,2017-06-30,331831,USD,2017,FY,2017-09-28,2018-09-28,1491167.0,1491167.0,8149300.0,-5270000.0,2879300.0,-2991700.0,-2554200.0,-437500.0,,-112400,13600.0,7700.0,-98800,-48000.0,-146800,74200.0,-72600,,-72600,-72600,-14.597402597402597
SCND,2018-06-30,331831,USD,2018,FY,2018-09-28,2018-09-28,1494112.0,1494112.0,8481400.0,-5259700.0,3221700.0,-3227200.0,-2706300.0,-520900.0,,-5500,6900.0,4400.0,1400,0.0,1400,-161900.0,-160500,,-160500,-160500,-1.25
SCND,2020-06-30,331831,USD,2020,FY,2020-10-09,2021-10-14,1515103.0,1515103.0,7784400.0,-3847000.0,3937400.0,-4600900.0,-3461200.0,-1139700.0,,-663500,-3900.0,12600.0,-667400,,-667400,214000.0,-453400,-249900.0,-703300,-703300,-52.65873015873016
SCND,2021-06-30,331831,USD,2021,FY,2021-10-14,2022-09-28,2861376.0,2861376.0,9775200.0,-4799800.0,4975400.0,-9684200.0,-8060400.0,-1623800.0,,-4708800,653800.0,82200.0,-4055000,,-4055000,945000.0,-3110000,-562500.0,-3672500,-3672500,-57.284671532846716
SCPH,2018-12-31,1311963,USD,2018,FY,2019-03-21,2020-03-24,18556126.0,18556126.0,,,,-29667000.0,-13719000.0,-15948000.0,,-29667000,224000.0,280000.0,-29443000,,-29443000,,-29443000,,-29443000,-29443000,-105.95357142857142
SCWX,2019-01-31,201339,USD,2018,FY,2019-03-28,2021-03-25,80710000.0,80710000.0,518709000.0,-246117000.0,272592000.0,-321324000.0,-233716000.0,-87608000.0,,-48732000,2778000.0,2778000.0,-45954000,,-45954000,6853000.0,-39101000,,-39101000,-39101000,-17.542116630669547
SCWX,2020-01-31,201339,USD,2019,FY,2020-03-27,2022-03-23,80563000.0,80563000.0,552765000.0,-252796000.0,299969000.0,-352143000.0,-257179000.0,-94964000.0,,-52174000,850000.0,850000.0,-51324000,,-51324000,19658000.0,-31666000,,-31666000,-31666000,-61.38117647058824
SCWX,2021-01-31,201339,USD,2020,FY,2021-03-25,2022-03-23,81358000.0,81358000.0,561034000.0,-242167000.0,318867000.0,-351702000.0,-246694000.0,-105008000.0,,-32835000,1034000.0,1034000.0,-31801000,,-31801000,9899000.0,-21902000,,-21902000,-21902000,-31.75531914893617
SDGR,2018-12-31,1252590,USD,2018,FY,2019-03-17,2020-03-16,5938260.0,5938260.0,66639000.0,-23702000.0,42937000.0,-70906000.0,-36383000.0,-34523000.0,,-27969000,433000.0,433000.0,-27536000,-812000.0,-28348000,-77000.0,-28425000,,-28425000,-28425000,-64.59353348729792
SDGR,2019-12-31,1252590,USD,2019,FY,2020-02-10,2022-02-24,6004500.0,6004500.0,85543000.0,-36450000.0,49093000.0,-87808000.0,-48404000.0,-39404000.0,,-38715000,1878000.0,1878000.0,-36837000,10865000.0,-25972000,291000.0,-25681000,,-24571000,-24571000,-20.615015974440894
SDGR,2020-12-31,1252590,USD,2020,FY,2021-03-04,2022-02-24,60024658.0,60024658.0,108095000.0,-44623000.0,63472000.0,-124388000.0,-59693000.0,-64695000.0,,-60916000,2253000.0,2253000.0,-58663000,32371000.0,-26292000,-345000.0,-26637000,,-24463000,-24463000,-27.037727474478473
SEER,2019-12-31,1253247,USD,2019,FY,2020-03-28,2021-03-29,8944284.0,8944284.0,116000.0,,,-16999000.0,-4606000.0,-12393000.0,,-16883000,845000.0,845000.0,-16038000,,-16038000,,-16038000,,-16038000,-16038000,-19.979881656804732
SEER,2020-12-31,1253247,USD,2020,FY,2021-02-09,2022-03-01,59887842.0,59887842.0,656000.0,,,-34305000.0,-15363000.0,-18942000.0,,-33649000,874000.0,883000.0,-32775000,,-32775000,,-32775000,,-32775000,-32775000,-38.107587768969424
SFIX,2020-07-31,902273,USD,2020,FY,2020-09-25,2022-09-21,102383282.0,102383282.0,1711733000.0,-957523000.0,754210000.0,-805874000.0,-805874000.0,,,-51664000,3942000.0,5535000.0,-47722000,,-47722000,-19395000.0,-67117000,,-67117000,-67117000,-9.334056007226739
SFIX,2021-07-31,902273,USD,2021,FY,2021-09-27,2022-09-21,105975403.0,105975403.0,2101258000.0,-1153622000.0,947636000.0,-1010997000.0,-1010997000.0,,,-63361000,2244000.0,2610000.0,-61117000,,-61117000,52241000.0,-8876000,,-8876000,-8876000,-24.276245210727968
SG,2020-12-31,1334625,USD,2020,FY,2021-03-04,2022-03-04,57905700.0,57905700.0,220615000.0,-149845000.0,70770000.0,-210016000.0,-99142000.0,,-26851000.0,-139246000,369000.0,614000.0,-138877000,-2347000.0,-141224000,,-141224000,,-141224000,-141224000,-226.78501628664495
SGTX,2019-12-31,1841619,USD,2019,FY,2020-03-17,2021-03-18,32399855.0,32399855.0,14155000.0,,,-58278000.0,,,,-44123000,198000.0,408000.0,-43925000,,-43925000,,-43925000,,-43925000,-43925000,-108.14460784313725
SINT,2019-12-31,498391,USD,2019,FY,2020-03-26,2021-03-22,15560.0,15560.0,689000.0,-551000.0,138000.0,-6732000.0,-3338000.0,-3394000.0,,-6594000,494000.0,446000.0,-6100000,1303000.0,-4797000,,-4797000,,-4797000,-7500000,-14.784753363228699
SINT,2020-12-31,498391,USD,2020,FY,2021-03-22,2022-03-25,164066.0,174461.0,594000.0,-475000.0,119000.0,-8623000.0,-3815000.0,-4808000.0,,-8504000,610000.0,328000.0,-7894000,865000.0,-7029000,,-7029000,,-7029000,-16594000,-25.926829268292682
SMAR,2018-01-31,1251882,USD,2017,FY,2018-03-15,2020-03-31,18273000.0,18273000.0,111253000.0,-21682000.0,89571000.0,-138549000.0,-100959000.0,-37590000.0,,-48978000,-435000.0,540000.0,-49413000,,-49413000,307000.0,-49106000,,-49106000,-53664000,-90.7
SMAR,2019-01-31,1251882,USD,2018,FY,2019-04-01,2021-03-25,83141000.0,83141000.0,177722000.0,-33849000.0,143873000.0,-198957000.0,-140116000.0,-58841000.0,,-55084000,1492000.0,3307000.0,-53592000,,-53592000,-293000.0,-53885000,,-53885000,-53885000,-16.656788630178408
SMAR,2020-01-31,1251882,USD,2019,FY,2020-03-31,2022-03-25,118868000.0,118868000.0,270882000.0,-52900000.0,217982000.0,-321756000.0,-226287000.0,-95469000.0,,-103774000,7948000.0,8410000.0,-95826000,,-95826000,-114000.0,-95940000,,-95940000,-95940000,-12.33935790725327
SMAR,2021-01-31,1251882,USD,2020,FY,2021-03-25,2022-03-25,120006000.0,120006000.0,385513000.0,-85539000.0,299974000.0,-420446000.0,-301724000.0,-118722000.0,,-120472000,1740000.0,1444000.0,-118732000,,-118732000,3753000.0,-114979000,,-114979000,-114979000,-83.42936288088643
SNAP,2016-12-31,449958,USD,2016,FY,2017-02-08,2018-02-22,807871000.0,807871000.0,404482000.0,-451660000.0,-47178000.0,-473207000.0,-289531000.0,-183676000.0,,-520385000,-1338000.0,3230000.0,-521723000,,-521723000,7080000.0,-514643000,,-514643000,-514643000,-161.10990712074303
SNAP,2017-12-31,449958,USD,2017,FY,2018-02-22,2018-02-22,1166085000.0,1166085000.0,824949000.0,-717462000.0,107487000.0,-3593063000.0,-2058200000.0,-1534863000.0,,-3485576000,22168000.0,17640000.0,-3463408000,,-3463408000,18342000.0,-3445066000,,-3445066000,-3445066000,-197.59501133786847
SNAP,2018-12-31,449958,USD,2018,FY,2019-02-06,2021-02-05,1300568000.0,1300568000.0,1180446000.0,-798865000.0,381581000.0,-1650031000.0,-877846000.0,-772185000.0,,-1268450000,15086000.0,23334000.0,-1253364000,,-1253364000,-2547000.0,-1255911000,,-1255911000,-1255911000,-54.36058969743721
SNAP,2019-12-31,449958,USD,2019,FY,2020-02-05,2022-02-04,1375462000.0,1375462000.0,1715534000.0,-895838000.0,819696000.0,-1923024000.0,-1039515000.0,-883509000.0,,-1103328000,70061000.0,11048000.0,-1033267000,,-1033267000,-393000.0,-1033660000,,-1033660000,-1033660000,-99.86676321506155
SNCE,2021-06-30,1253262,USD,2021,FY,2021-08-08,2022-08-11,114707150.0,114707150.0,12547000.0,-7289000.0,5258000.0,-13158000.0,-11382000.0,,-1776000.0,-7900000,185000.0,1000.0,-7715000,,-7715000,,-7715000,,-7715000,-7715000,-7900.0
SNCR,2018-12-31,747268,USD,2018,FY,2019-03-18,2021-03-16,40277000.0,40277000.0,325839000.0,-158802000.0,167037000.0,-318938000.0,-122112000.0,-79172000.0,-117654000.0,-151901000,-100658000.0,2859000.0,-252559000,-10615000.0,-263174000,17894000.0,-245280000,18288000.0,-218155000,-243748000,-53.13081497026933
SNCR,2020-12-31,747268,USD,2020,FY,2021-03-16,2022-03-15,41950000.0,41950000.0,291670000.0,-121817000.0,169853000.0,-210020000.0,-89292000.0,-77043000.0,-43685000.0,-40167000,10656000.0,1121000.0,-29511000,-7955000.0,-37466000,27108000.0,-10358000,,-10702000,-48683000,-35.8314005352364
SNOW,2020-01-31,1016067,USD,2019,FY,2020-03-04,2022-03-30,44847442.0,44847442.0,264748000.0,-116557000.0,148191000.0,-506279000.0,-401119000.0,-105160000.0,,-358088000,10546000.0,11551000.0,-347542000,,-347542000,-993000.0,-348535000,,-348535000,-348535000,-31.000606008137822
SNOW,2021-01-31,1016067,USD,2020,FY,2021-03-05,2022-03-30,141613196.0,141613196.0,592049000.0,-242588000.0,349461000.0,-893398000.0,-655452000.0,-237946000.0,,-543937000,6897000.0,7507000.0,-537040000,,-537040000,-2062000.0,-539102000,,-539102000,-539102000,-72.45730651392034
SOHU,2016-12-31,138944,USD,2016,FY,2017-02-27,2017-02-27,38706000.0,38706000.0,1650431000.0,-859800000.0,790631000.0,-907765000.0,-554621000.0,-353144000.0,,-117134000,23233000.0,21143000.0,-93901000,0.0,-93901000,-21072000.0,-114973000,,-114973000,-114973000,-5.540084188620347
SOHU,2017-12-31,138944,USD,2017,FY,2018-04-02,2018-04-02,38858000.0,38858000.0,1860962000.0,-1035166000.0,825796000.0,-948092000.0,-535919000.0,-412173000.0,,-122296000,12323000.0,20050000.0,-109973000,-86882000.0,-196855000,-273148000.0,-470003000,,-470003000,-470003000,-6.099551122194514
SONO,2020-09-30,974898,USD,2020,FY,2020-11-23,2022-11-23,109807154.0,109807154.0,1326328000.0,-754372000.0,571956000.0,-599189000.0,-384517000.0,-214672000.0,,-27233000,7150000.0,511000.0,-20083000,,-20083000,-32000.0,-20115000,,-20115000,-20115000,-53.29354207436399
SOTK,2017-02-28,94282,USD,2016,FY,2017-05-26,2018-05-24,14943018.0,15029601.0,9634956.0,-5272050.0,4362906.0,-4541527.0,-3265625.0,-1275902.0,,-178621,254953.0,18503.0,76332,,76332,19374.0,95706,,95706,95706,-9.653623736691348
SOTK,2019-02-28,94282,USD,2018,FY,2019-05-28,2019-05-28,15107778.0,15218913.0,11609599.0,-6361353.0,5248246.0,-5165759.0,-3840993.0,-1324766.0,,82487,125432.0,96700.0,207919,-26485.0,181434,-19847.0,161587,,161587,161587,0.8530196483971044
SPCE,2017-12-31,949272,USD,2017,FY,2018-02-14,2020-02-28,193663150.0,193663150.0,1754000.0,-488000.0,1266000.0,-139971000.0,-46886000.0,-93085000.0,,-138705000,220000.0,220000.0,-138485000,453000.0,-138032000,-155000.0,-138187000,,-138187000,-138187000,-630.4772727272727
SPCE,2018-12-31,949272,USD,2018,FY,2019-03-18,2021-05-10,20080848.0,20080848.0,2849000.0,-1201000.0,1648000.0,-168834000.0,-50902000.0,-117932000.0,,-167186000,29194000.0,623000.0,-137992000,,-137992000,-147000.0,-138139000,,-138139000,-138139000,-268.35634028892457
SPCE,2019-12-31,949272,USD,2019,FY,2020-02-28,2022-02-28,194378154.0,194378154.0,3781000.0,-2004000.0,1777000.0,-215039000.0,-82166000.0,-132873000.0,,-213262000,2389000.0,2261000.0,-210873000,-4180000.0,-215053000,-62000.0,-215115000,,-215115000,-215115000,-94.3219814241486
SPCE,2020-12-31,949272,USD,2020,FY,2021-03-01,2022-02-28,219107905.0,219107905.0,238000.0,-173000.0,65000.0,-275349000.0,-116592000.0,-158757000.0,,-275284000,2255000.0,2241000.0,-273029000,-371852000.0,-644881000,-6000.0,-644887000,,-644887000,-644887000,-122.83980365908077
SPLK,2017-01-31,51255,USD,2016,FY,2017-03-29,2017-03-29,126746000.0,126746000.0,668435000.0,-114122000.0,554313000.0,-842236000.0,-626927000.0,-215309000.0,,-287923000,1279000.0,1798000.0,-286644000,,-286644000,7872000.0,-278772000,,-278772000,-278772000,-160.13515016685207
SPLK,2018-01-31,51255,USD,2017,FY,2018-03-30,2018-03-30,133910000.0,139866000.0,1270788000.0,-256409000.0,1014379000.0,-1268674000.0,-967560000.0,-301114000.0,,-254295000,-3451000.0,149000.0,-257746000,,-257746000,-1357000.0,-259103000,,-259103000,-259103000,-1706.6778523489934
SPOK,2018-12-31,997662,USD,2018,FY,2019-02-28,2021-02-18,19667891.0,19667891.0,169474000.0,-32408000.0,137066000.0,-140239000.0,-73650000.0,-24464000.0,-10769000.0,-3173000,988000.0,1638000.0,-2185000,,-2185000,706000.0,-1479000,,-1479000,-1479000,-1.9371184371184371
SPOK,2019-12-31,997662,USD,2019,FY,2020-04-29,2022-02-17,19089402.0,19089402.0,160289000.0,-32581000.0,127708000.0,-134668000.0,-66448000.0,-27543000.0,-9249000.0,-6960000,2386000.0,1651000.0,-4574000,-8849000.0,-13423000,2658000.0,-10765000,,-10765000,-10765000,-4.215626892792248
SPPI,2019-12-31,53529,USD,2019,FY,2020-03-02,2021-03-31,110585768.0,110585768.0,,,,-140698000.0,-61373000.0,-79325000.0,,-140698000,-3896000.0,4996000.0,-144594000,,-144594000,9208000.0,-135386000,-22697000.0,-158083000,-158083000,-28.16212970376301
SPPI,2020-12-31,53529,USD,2020,FY,2021-03-31,2022-03-18,124386545.0,124386545.0,,,,-169734000.0,-60357000.0,-109377000.0,,-169734000,-1598000.0,1342000.0,-171332000,,-171332000,60000.0,-171272000,10404000.0,-160868000,-160868000,-126.47839046199702
SPT,2019-12-31,1238783,USD,2019,FY,2020-02-06,2022-02-23,18438695.0,18438695.0,102707000.0,-28154000.0,74553000.0,-121821000.0,-93762000.0,-28059000.0,,-47268000,527000.0,37000.0,-46741000,,-46741000,-66000.0,-46807000,,-46807000,-46807000,-1277.5135135135135
SPT,2020-12-31,1238783,USD,2020,FY,2021-02-24,2022-02-23,51368737.0,51368737.0,132949000.0,-34917000.0,98032000.0,-130034000.0,-99543000.0,-30491000.0,,-32002000,474000.0,251000.0,-31528000,,-31528000,-127000.0,-31655000,,-31655000,-31655000,-127.4980079681275
SQZ,2019-12-31,1873066,USD,2019,FY,2020-03-11,2021-03-18,29284151.0,29284151.0,20109000.0,,,-54374000.0,-18272000.0,-36102000.0,,-34265000,2063000.0,2070000.0,-32202000,,-32202000,,-32202000,,-32202000,-32202000,-16.553140096618357
SQZ,2020-12-31,1873066,USD,2020,FY,2021-02-04,2022-03-16,29284151.0,29284151.0,20998000.0,,,-72056000.0,-20511000.0,-51545000.0,,-51058000,537000.0,550000.0,-50521000,,-50521000,,-50521000,,-50521000,-50521000,-92.83272727272727
SRGA,2018-12-31,1093872,USD,2018,FY,2019-02-06,2021-03-16,2115273.0,2115273.0,92112000.0,-33593000.0,58519000.0,-112562000.0,-98152000.0,-14410000.0,,-54043000,6000.0,35000.0,-54037000,-10771000.0,-64808000,15159000.0,-49649000,46526000.0,-3123000,-5243000,-1544.0857142857142
SRGA,2019-12-31,1093872,USD,2019,FY,2020-06-08,2022-03-15,2425049.0,2425049.0,117423000.0,-32777000.0,84646000.0,-152232000.0,-135396000.0,-16836000.0,,-67586000,39000.0,161000.0,-67547000,-175310000.0,-242857000,-5921000.0,-248778000,37136000.0,-211642000,-211642000,-419.7888198757764
SRNGU,2020-12-31,1302457,USD,2020,FY,2021-02-23,2022-03-29,,,76657000.0,-15611000.0,61046000.0,-198073000.0,-38306000.0,-159767000.0,,-137027000,8036000.0,197000.0,-128991000,4157000.0,-124834000,-1889000.0,-126723000,,-126609000,-126609000,-695.5685279187817
SSNI,2016-12-31,331528,USD,2016,FY,2017-05-24,2017-05-24,51444000.0,51444000.0,311008000.0,-172809000.0,138199000.0,-155880000.0,-85207000.0,-70673000.0,,-17681000,670000.0,463000.0,-17011000,-2243000.0,-19254000,-2375000.0,-21629000,,-21629000,-21629000,-38.18790496760259
STML,2016-12-31,795984,USD,2016,FY,2017-03-16,2018-03-16,17804681.0,17804681.0,,,,-39926811.0,-12056890.0,-27869921.0,,-39926811,557156.0,545718.0,-39369655,1041354.0,-38328301,25296.0,-38303005,,-38303005,-38303005,-73.16381537717282
STML,2017-12-31,795984,USD,2017,FY,2018-03-16,2018-03-16,23056928.0,23056928.0,,,,-69456593.0,-19214207.0,-50242386.0,,-69456593,730000.0,736330.0,-68726593,898199.0,-67828394,0.0,-67828394,,-67828394,-67828394,-94.32807708500265
STML,2018-12-31,795984,USD,2018,FY,2019-03-15,2019-03-15,28388901.0,28388901.0,,,,-86786686.0,-39061667.0,-47725019.0,,-86786686,1262321.0,1269826.0,-85524365,500000.0,-85024365,0.0,-85024365,,-85024365,-85024365,-68.34533707767837
STML,2019-12-31,795984,USD,2019,FY,2020-03-16,2020-03-16,42091027.0,42091027.0,43216862.0,-4893339.0,38323523.0,-117571044.0,-66846633.0,-50724411.0,,-79247521,2455870.0,2503567.0,-76791651,,-76791651,-25574.0,-76817225,,-76817225,-76817225,-31.653844694390045
STOK,2018-12-31,1060042,USD,2018,FY,2019-02-14,2020-03-23,709336.0,709336.0,,,,-12781000.0,-4410000.0,-8371000.0,,-12781000,260000.0,270000.0,-12521000,,-12521000,,-12521000,,-12521000,-12521000,-47.337037037037035
STOK,2019-12-31,1060042,USD,2019,FY,2020-03-23,2021-03-09,17971443.0,17971443.0,,,,-35678000.0,-11914000.0,-23764000.0,,-35678000,3353000.0,3351000.0,-32325000,,-32325000,,-32325000,,-32325000,-32325000,-10.646971053416891
STOK,2020-12-31,1060042,USD,2020,FY,2021-03-09,2022-03-10,33488456.0,33488456.0,,,,-53044000.0,-20847000.0,-32197000.0,,-53044000,801000.0,700000.0,-52243000,,-52243000,,-52243000,,-52243000,-52243000,-75.77714285714286
SURF,2017-12-31,808799,USD,2017,FY,2018-02-28,2019-03-07,2474800.0,2474800.0,12826000.0,,,-58816000.0,-11033000.0,-47783000.0,,-45990000,613000.0,613000.0,-45377000,,-45377000,,-45377000,,-45377000,-45417000,-75.02446982055464
SURF,2018-12-31,808799,USD,2018,FY,2019-03-07,2021-03-09,19990773.0,19990773.0,59417000.0,,,-68568000.0,-16076000.0,-52492000.0,,-9151000,2554000.0,2554000.0,-6597000,,-6597000,,-6597000,,-6597000,-6608000,-3.5830070477682066
SVRA,2018-12-31,1872647,USD,2018,FY,2019-03-13,2020-03-12,152773015.0,152773015.0,,,,-48353000.0,-10654000.0,-37173000.0,-526000.0,-48353000,82000.0,11000.0,-48271000,-21756000.0,-70027000,8511000.0,-61516000,,-61516000,-61516000,-4395.727272727273
SYBX,2016-12-31,1841679,USD,2016,FY,2017-03-15,2018-03-20,72108113.0,72108113.0,444000.0,,,-21408000.0,-6398000.0,-15010000.0,,-20964000,34000.0,24000.0,-20930000,,-20930000,,-20930000,,-20930000,-20930000,-873.5
SYBX,2017-12-31,1841679,USD,2017,FY,2018-03-20,2019-03-12,72108113.0,72108113.0,2444000.0,,,-43268000.0,-12927000.0,-30341000.0,,-40824000,1008000.0,561000.0,-39816000,,-39816000,,-39816000,,-39816000,-39816000,-72.77005347593582
SYBX,2018-12-31,1841679,USD,2018,FY,2019-03-12,2020-03-12,72108113.0,72108113.0,2520000.0,,,-53750000.0,-15716000.0,-38034000.0,,-51230000,2795000.0,2800000.0,-48435000,,-48435000,,-48435000,,-48435000,-48435000,-18.29642857142857
SYBX,2019-12-31,1841679,USD,2019,FY,2020-03-12,2021-03-25,72108113.0,72108113.0,2224000.0,,,-56633000.0,-14728000.0,-41905000.0,,-54409000,3036000.0,3041000.0,-51373000,,-51373000,,-51373000,,-51373000,-51373000,-17.891811903978954
SYBX,2020-12-31,1841679,USD,2020,FY,2021-03-25,2022-03-17,72108113.0,72108113.0,545000.0,,,-61011000.0,-13537000.0,-47474000.0,,-60466000,1296000.0,1296000.0,-59170000,,-59170000,,-59170000,,-59170000,-59170000,-46.65586419753087
SYRS,2018-12-31,807944,USD,2018,FY,2019-03-07,2021-03-04,3265624.0,3265624.0,2050000.0,,,-66346000.0,-16164000.0,-50182000.0,,-64296000,2017000.0,2017000.0,-62279000,,-62279000,,-62279000,,-62279000,-62279000,-31.877045116509667
SYRS,2019-12-31,807944,USD,2019,FY,2020-03-05,2022-03-15,4022218.0,4022218.0,1982000.0,,,-79723000.0,-21478000.0,-58245000.0,,-77741000,2303000.0,2303000.0,-75438000,,-75438000,,-75438000,,-75438000,-75438000,-33.75640468953539
TAYD,2021-05-31,338837,USD,2021,FY,2021-08-27,2022-08-19,3490213.0,3491887.0,22509641.0,-19334950.0,3174691.0,-5526774.0,-5526774.0,,,-2352083,62347.0,53654.0,-2289736,2971631.0,681895,381000.0,1062895,,1062895,1062895,-43.837980392887765
TBI,2020-12-31,108139,USD,2020,FY,2021-02-22,2022-02-16,35365000.0,35365000.0,1846360000.0,-1405715000.0,440645000.0,-440338000.0,-408307000.0,,-32031000.0,307000,1620000.0,1620000.0,1927000,-175189000.0,-173262000,31421000.0,-141841000,,-141841000,-141841000,0.18950617283950616
TBIO,2017-12-31,941303,USD,2017,FY,2018-02-08,2019-03-21,7756180.0,7756180.0,,,,-61334000.0,-14311000.0,-47023000.0,,-61334000,324000.0,281000.0,-61010000,-17914000.0,-78924000,12481000.0,-66443000,,-66443000,-67162000,-218.27046263345196
TBIO,2018-12-31,941303,USD,2018,FY,2019-03-21,2019-03-21,26945508.0,26945508.0,1420000.0,,,-80630000.0,-22606000.0,-58024000.0,,-79210000,1270000.0,1323000.0,-77940000,-25020000.0,-102960000,5565000.0,-97395000,,-97395000,-98039000,-59.871504157218446
TBTC,2020-12-31,263057,USD,2020,FY,2021-03-31,2022-03-28,4486788.0,4497599.0,4401441.0,-1073523.0,3327918.0,-3670912.0,-3670912.0,,,-342994,552887.0,79487.0,209893,,209893,97000.0,306893,,306893,306893,-4.315095550215759
TEAM,2017-06-30,1204607,USD,2017,FY,2017-09-01,2019-08-23,222224000.0,222224000.0,626684000.0,-119161000.0,507523000.0,-563357000.0,-253188000.0,-310169000.0,,-55834000,3434000.0,4776000.0,-52400000,,-52400000,14951000.0,-37449000,,-37449000,-37449000,-11.690536013400335
TEAM,2018-06-30,1204607,USD,2018,FY,2018-08-30,2020-08-14,231184000.0,231184000.0,880978000.0,-172690000.0,708288000.0,-754333000.0,-338557000.0,-415776000.0,,-46045000,-12086000.0,3071000.0,-58131000,,-58131000,-55301000.0,-113432000,,-113432000,-113432000,-14.993487463366982
TELL,2017-12-31,1070202,USD,2017,FY,2018-02-09,2019-02-27,76307089.0,76307089.0,5441000.0,-7565000.0,-2124000.0,-158851000.0,-98874000.0,-59498000.0,-479000.0,-160975000,5084000.0,1022000.0,-155891000,-75383000.0,-231274000,-185000.0,-231459000,,-231459000,-231459000,-157.50978473581213
TELL,2018-12-31,1070202,USD,2018,FY,2019-02-27,2019-02-27,211574000.0,211574000.0,10286000.0,-6115000.0,4171000.0,-127378000.0,-81777000.0,-44034000.0,-1567000.0,-123207000,1785000.0,1574000.0,-121422000,-4513000.0,-125935000,190000.0,-125745000,,-125745000,-125745000,-78.27636594663278
TENB,2018-12-31,896983,USD,2018,FY,2019-03-01,2021-02-23,53669000.0,53669000.0,267360000.0,-43167000.0,224193000.0,-296774000.0,-220076000.0,-76698000.0,,-72581000,1424000.0,2355000.0,-71157000,,-71157000,-2364000.0,-73521000,,-73521000,-73955000,-30.819957537154988
TENB,2019-12-31,896983,USD,2019,FY,2020-02-28,2022-02-25,96014000.0,96014000.0,354586000.0,-60818000.0,293768000.0,-384567000.0,-297503000.0,-87064000.0,,-90799000,5150000.0,5830000.0,-85649000,,-85649000,-13364000.0,-99013000,,-99013000,-99013000,-15.574442538593482
TENB,2020-12-31,896983,USD,2020,FY,2021-02-23,2022-02-25,101009000.0,101009000.0,440221000.0,-77554000.0,362667000.0,-399100000.0,-297413000.0,-101687000.0,,-36433000,-641000.0,1244000.0,-37074000,,-37074000,-5657000.0,-42731000,,-42731000,-42731000,-29.286977491961416
TFFP,2018-12-31,1295083,USD,2018,FY,2019-03-11,2020-03-27,400000.0,4400000.0,,,,-3898146.0,-3049337.0,-848809.0,,-3898146,55960.0,55960.0,-3842186,,-3842186,,-3842186,,-3842186,-4570536,-69.65950679056469
TFFP,2019-12-31,1295083,USD,2019,FY,2020-02-13,2021-03-10,400000.0,19040134.0,,,,-11987557.0,-3165331.0,-8822226.0,,-11987557,117329.0,117329.0,-11870228,,-11870228,,-11870228,,-11870228,-36675338,-102.17045231784128
TFFP,2020-12-31,1295083,USD,2020,FY,2021-03-10,2022-03-24,400000.0,19040134.0,,,,-18693650.0,-8012085.0,-10681565.0,,-18693650,126416.0,126416.0,-18567234,,-18567234,,-18567234,,-18567234,-18567234,-147.8740823946336
TGTX,2016-12-31,785880,USD,2016,FY,2017-03-21,2018-03-15,49041354.0,49041354.0,152381.0,,,-79121509.0,-9889335.0,-69232174.0,,-78969128,716234.0,323032.0,-78252894,,-78252894,,-78252894,,-78252894,-78252894,-244.4622452264791
TGTX,2017-12-31,785880,USD,2017,FY,2018-03-15,2018-03-15,62069570.0,62069570.0,152381.0,,,-118864132.0,-16331282.0,-102532850.0,,-118711751,235739.0,294478.0,-118476012,,-118476012,,-118476012,,-118476012,-118476012,-403.12604337166107
TLND,2018-12-31,923420,USD,2018,FY,2019-02-08,2021-03-01,29841000.0,29841000.0,205799000.0,-49494000.0,156305000.0,-196510000.0,-154151000.0,-42359000.0,,-40205000,855000.0,646000.0,-39350000,,-39350000,323000.0,-39027000,,-39027000,-39027000,-62.23684210526316
TRUE,2018-12-31,81812,USD,2018,FY,2019-03-01,2021-03-05,102149000.0,102149000.0,335089000.0,-26136000.0,308953000.0,-342017000.0,-263970000.0,-60251000.0,-17796000.0,-33064000,140000.0,140000.0,-32924000,,-32924000,1209000.0,-31715000,3394000.0,-28321000,-28321000,-236.17142857142858
